productId,sku,name,categoryId,ok,enriched,missingCount,missingIds,issueCodes,blockHints
"cmnwcv07f00qpvs4wfyhub6g7","ML-MLB3856577220","Forro De Porta Dianteiro Direito Volvo V40 T4 2014 1319933 Caramelo","MLB431271","no","3","1","SIDE","missing_attribute","Preencha o campo Lado antes de publicar."
"cmnwcv0zm00qtvs4w3mjo867q","ML-MLB3856806122","Maquina De Vidro Dianteira Direita Volvo V40 T4 2014 Usada","MLB191714","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwfcwzm0dcdvs4wophj8n0q","29947","Suporte Cinto Traseiro Direito Volkswagen Gol G3 1999/2005 Preto","MLB260619","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcv1rr00qxvs4wvtbveiof","ML-MLB3856885174","Maquina De Vidro Traseira Direita Volvo V40 T4 2014 Usada","MLB191714","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcv43s00r9vs4w7llfu12v","ML-MLB3856365518","Sensor Keyless Land Rover Volvo Ah4n15607ae 28227917","MLB431962","yes","3","0","","",""
"cmnwcv4vs00rdvs4wuz85pf4a","ML-MLB3390155949","Polia Alternador Ford Ka 2015 3cc Cm5q19a216ba Usada","MLB194835","yes","3","0","","",""
"cmnwcv5nx00rhvs4w6lfypaxo","ML-MLB3856940838","Modulo Vidro Porta Traseira Esquerda Volvo V40 31343873","MLB191714","yes","3","0","","",""
"cmnwcv6g800rlvs4wxwfsdny5","ML-MLB3393388567","Porta Dianteira Esquerda Volvo V40 2014 A 2020 Dianteira Esquerdo","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcv78g00rpvs4waoi2cn2a","ML-MLB3390195635","Retrovisor Interno Ford Ka 2014 Em Diante 014276","MLB430536","yes","3","0","","",""
"cmnwcv80m00rtvs4wm8sc1232","ML-MLB3387338321","Injetor Combustível Corsa 1.0 16 V 25319301","MLB192566","yes","3","0","","",""
"cmnwcv8sr00rxvs4wnenxp4es","ML-MLB3856581524","Auto Falante Porta Dianteira Esquerda Volvo V40","MLB3905","no","2","5","MODEL|VEHICLE_SPEAKER_WIDTH|SPEAKERS_NUMBER|COILS_NUMBER|RMS_POWER","missing_attribute|missing_attribute|missing_attribute|missing_attribute|missing_attribute","Preencha o modelo do veículo antes de publicar. || Preencha o campo Largura do alto-falante antes de publicar. || Preencha o campo Quantidade de caixas de som antes de publicar. || Preencha o campo Quantidade de bobinas antes de publicar. || Preencha o campo Potência RMS antes de publicar."
"cmnwcv9kv00s1vs4wyi1ufpmb","ML-MLB3391330901","Porta Dianteira Esquerda Idea 2011 A 2020 Dianteira Esquerdo","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvad100s5vs4wt524z7w4","ML-MLB3856259990","Botão Vidro Elétrico Volvo V40 Tras Esq Original ","MLB115598","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvc1800sdvs4wvlcc3pq6","ML-MLB3407472135","Quebra Sol Lado Esquerdo Volvo V40 Original Com Detalhe ","MLB277952","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvb4z00s9vs4wzgvcowr2","2144","Circuito Lanterna Traseira Volvo V40 Original Usado","MLB191726","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvf5m00stvs4w5o32ory3","ML-MLB3407062103","Longarina Esquerda Volvo V40 T4 2.0 Turbo 2014 Usada","MLB194739","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvct800shvs4wg5wdd98d","ML-MLB3406308611","Sensor Map Palio Meriva Corsa Celta Prisma Punto 0261230030","MLB192362","yes","3","0","","",""
"cmnwcvdl800slvs4wia8nlnwe","ML-MLB3402401481","Pedal Acelerador Volvo V40 T4 2.0 2018 / 2019 N31280597","MLB270299","no","3","3","VEHICLE_PEDAL_TYPE|IS_ORIGINAL|IS_SPORTING","missing_attribute|missing_attribute|missing_attribute","Preencha o campo Tipo de pedal antes de publicar. || Preencha o campo É original antes de publicar. || Preencha o campo É esportivo antes de publicar."
"cmnwcvedh00spvs4w1rpwg9c6","ML-MLB3406048289","Bico Injetor Palio Fire 1.0 / 1.4","MLB192566","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcviba00t9vs4wun7aghe4","ML-MLB3402384737","Sobre Carter Motor Volvo V40 T4 2.0 2014 Turbo 31338806","MLB194174","yes","3","0","","",""
"cmnwcvj3q00tdvs4wuu1bstpa","ML-MLB3892852872","Lanterna Dianteira Pisca Corsel/del Rey 83/91 Original","MLB22735","no","1","2","BRAND|PART_NUMBER","missing_attribute|missing_attribute","Preencha a marca do produto antes de publicar. || Preencha o Part Number da peça antes de publicar."
"cmnwcvjw000thvs4wxgu0dnjp","ML-MLB3887922818","Modulo Estacionamento Volvo V40 Xc60 2.0 2014 31314152 Preto","MLB45905","no","2","1","MODEL","missing_attribute","Preencha o modelo do veículo antes de publicar."
"cmnwcvko300tlvs4wdtbs8x88","ML-MLB3886938784","Chave De Seta Volvo V40 31343022 Original ","MLB115599","yes","3","0","","",""
"cmnwcvfyl00sxvs4wcuq581vp","ML-MLB3406297919","Sensor Map Palio Celta Corsa Meriva Punto 0261230030","MLB192362","yes","3","0","","",""
"cmnwcvgr300t1vs4waki0j0rr","ML-MLB3402352063","Porta Traseira Direita Audi A3 1997 A 2007 Traseira Direito","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvhj700t5vs4wevuu6zqm","ML-MLB3402215777","Caixa Do Filtro De Ar Motor Volvo C30 V40 2.0 2.5 08694606","MLB278120","yes","3","0","","",""
"cmnwcvlg600tpvs4wmnqpkl9j","ML-MLB3892162188","Flauta Dos Bicos Injetores Cu.0012179 Fiat Palio","MLB192359","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvm8900ttvs4w314vl8l9","ML-MLB3882404546","Porta Dianteira Esquerda Mercedes C280 1992 A 1998 Dianteira Esquerdo","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvn0800txvs4w7mov1zaa","ML-MLB3894625640","Quebra Sol Volvo V40 Lado Direito Original Usado ","MLB22701","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvnwg00u1vs4w6ngfevbm","ML-MLB3403962495","Volante Volvo V40 Original Usado ","MLB116012","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwfcxrp0dchvs4wmw5zetu3","29930","Acabamento Maçaneta Interna D.e Chery Tiggo 5x19 Preto","MLB5802","no","1","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvoon00u5vs4w4hr9tygc","ML-MLB3407139793","Longarina Direita Volvo V40 T4 2.0 Turbo 2014","MLB194739","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvpgo00u9vs4w41oomutn","ML-MLB3883061720","Cinzeiro Volvo V40 2014 1288574","MLB22685","yes","3","0","","",""
"cmnwcvr1n00udvs4w8rulpzu2","ML-MLB3394818215","Forro De Porta Dianteiro Esquerdo Volvo V40 T4 2014 Usado Caramelo","MLB431271","no","2","2","SIDE|PART_NUMBER","missing_attribute|missing_attribute","Preencha o campo Lado antes de publicar. || Preencha o Part Number da peça antes de publicar."
"cmnwcvrti00uhvs4wethiudcn","ML-MLB3397204437","Acabamento Retrovisor Direito Volvo V40 2014 1287712 Preto Fosco","MLB191716","yes","3","0","","",""
"cmnwcvslm00ulvs4woauqffqu","ML-MLB3394811749","Botão Vidro Elétrico Volvo V40 Dian. Dir. Original","MLB115598","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvtdo00upvs4wmn6u9l03","ML-MLB3883490174","Painel Ventilador Frontal Central Volvo 40","MLB194739","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvu5x00utvs4w9nmteumf","ML-MLB3394909329","Forro De Porta Traseiro Direito Volvo V40 T4 2014 Usado Caramelo","MLB431271","no","2","2","SIDE|PART_NUMBER","missing_attribute|missing_attribute","Preencha o campo Lado antes de publicar. || Preencha o Part Number da peça antes de publicar."
"cmnwcvuy300uxvs4w9afd5a63","ML-MLB3394976513","Modulo De Vidro Porta Dianteira Direita Volvo V40 31343044","MLB191714","yes","3","0","","",""
"cmnwcvvq700v1vs4wexyafqja","ML-MLB3399984581","Porta Traseira Direita Peugeot 307 2007 A 2012 C/ Detalhe Traseira Direito Cinza","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvwia00v5vs4w4pytqg6f","ML-MLB3876063270","Porta Traseira Direita Vw Golf 1998/2014 Traseira Direito","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvxab00v9vs4wuuo7zo2x","ML-MLB3862675324","Acabamento Superior Da Chave De Seta Volvo V40 2014 1284580","MLB6170","yes","3","0","","",""
"cmnwcvy2g00vdvs4wzn4goemx","ML-MLB3860358280","Porta Traseira Esquerda Ford Fiesta 2002 Ate 2014  Esquerda","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvyuf00vhvs4w7a0z3ydl","ML-MLB3860275614","Porta Traseira Esquerda Renault Megane 2009  Esquerda","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcvzmh00vlvs4w6lhpsah7","ML-MLB3395001127","Modulo Vidro Porta Traseira Direita Volvo V40 2014 31343873","MLB191714","yes","3","0","","",""
"cmnwcw0ei00vpvs4wt5dk1zi6","ML-MLB3859574876","Porta Traseira Esquerda Vw Golf 1998/2013 Traseira Esquerdo","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcw16i00vtvs4wd3ef9phx","ML-MLB3395045573","Maquina De Vidro Traseira Esquerda Volvo V40 T4 2014 Usada","MLB191714","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcw1yn00vxvs4wrdajq9oj","ML-MLB3394913139","Maquina De Vidro Dianteira Direita Volvo V40 T4 2014 Usada","MLB191714","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcw2uv00w1vs4wjatujuu6","ML-MLB3859590032","Porta Traseira Direita Palio 2005/13","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcw3my00w5vs4wcf8230gz","ML-MLB3859787818","Porta Traseira Direita Linea Com Detalhe Traseira Direito","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcw4f200w9vs4wlagr7orz","ML-MLB3395043135","Modulo De Injeção Volvo V40 T4 2.0 Turbo 2014 31312651ab","MLB192572","yes","3","0","","",""
"cmnwcw57000wdvs4wo5x3nau5","ML-MLB3911487976","Painel De Instrumentos Hyundai Hb20","MLB63548","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcw5z900whvs4w0splokd6","ML-MLB3895173482","Suporte Do Trambulador Volvo V40 T4 2014 08632747","MLB194808","yes","3","0","","",""
"cmnwcw6ri00wlvs4w3q9f71dr","ML-MLB3407820483","Modulo Antena Volvo V40 2014 6g9115k603kb","MLB120498","no","1","1","MODEL","missing_attribute","Preencha o modelo do veículo antes de publicar."
"cmnwcw7js00wpvs4w2qvgylvk","ML-MLB3409818863","Bomba Óleo Idea Siena Uno Strada Fire 1.0 370202000","MLB47106","yes","3","0","","",""
"cmnwcw8bx00wtvs4w4dxtka18","ML-MLB3900053682","Porta Dianteira Direita Corolla 1998 A 2002 Dianteira Direito","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcw93w00wxvs4wx9pzk0x3","ML-MLB3413680241","Paralama Lado Direito Palio Siena 2005/15","MLB101764","no","3","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcw9w200x1vs4whqszabtu","ML-MLB3895246220","Porta Traseira Direita Azera 2009/10 Traseira Direito","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwao700x5vs4wtz2fgz4z","ML-MLB3415097989","Chave De Seta Jetta 2012","MLB63463","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwbg900x9vs4whi40rfn5","ML-MLB3407896447","Porta Traseira Esquerda Peugeot 307 2007 A 2012 C/ Detalhe  Traseira Esquerdo","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwc8d00xdvs4wm0w5o19x","ML-MLB3897559684","Porta Traseira Direita Corolla 1998/02 Traseira Direito","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwd0g00xhvs4wi3bqucwa","ML-MLB3907180650","Paralama Lado Esquerdo Gol G8 ","MLB101764","no","3","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwd2tam01u5vs4wepkj89o8","ML-MLB3518064113","Botão Vidro Elétrico Dianteira Direita Onix Spin Prisma ","MLB115598","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwd2u3z01u9vs4wdt8bftsv","ML-MLB4230093494","Tanque Combustível Ford Ka 2014 A 2018 D3b19002af","MLB194752","yes","3","0","","",""
"cmnwcweqx00xpvs4wph4qndd6","ML-MLB3902545010","Reservatório Agua Radiador Corsa Classic 93217461","MLB193531","yes","3","0","","",""
"cmnwcwfj100xtvs4w5p7whkee","ML-MLB3897688474","Bobina Ignicao Fiat Uno Way Vivace  55226876 Novo Original","MLB22668","yes","3","0","","",""
"cmnwcwgb200xxvs4wosi83zdn","ML-MLB3407914595","Porta Traseira Direita Focus 2000 A 2007 Traseira Direito Prateado","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwppz00z9vs4wpohfih9k","ML-MLB3414733777","Protetor Calor Coletor Escapamento Volvo V40 2.0 Turbo 2014","MLB63735","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwsyj00zpvs4wcoyui84t","ML-MLB3925086438","Maquina De Vidro Traseira Direita Vw Jetta Original Usada ","MLB191714","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwtqg00ztvs4wlli7s6ae","ML-MLB3924748760","Sensor Impacto Jetta Audi Passat Q3 5wk44270","MLB6170","yes","3","0","","",""
"cmnwcwh2z00y1vs4wbjw6b8n0","ML-MLB3409902167","Porta Dianteira Direita Classic 2002 A 2016 Dianteira Direito","MLB101763","no","1","2","BRAND|PART_NUMBER","missing_attribute|missing_attribute","Preencha a marca do produto antes de publicar. || Preencha o Part Number da peça antes de publicar."
"cmnwcwhwt00y5vs4wz9lx4wuj","ML-MLB3411098661","Porta Traseira Esquerda Azera 2008 A 2012 Traseira Esquerdo","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwiox00y9vs4wltedvqya","ML-MLB3407838921","Interruptor Pedal Freio Volvo V40 2014 8t4t9g854aa","MLB191705","yes","3","0","","",""
"cmnwcwjh000ydvs4wwq7xc6gt","ML-MLB3902354872","Alavanca De Freio De Mão Citroen C3 Original Usada ","MLB63743","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwk9c00yhvs4w9j9n271v","ML-MLB3407895401","Sensor Cebolinha Oleo Fox Gol Saveiro Golf Up 0369190810","MLB193936","yes","3","0","","",""
"cmnwcwl1a00ylvs4wrwceegsy","ML-MLB3924772070","Acabamento Coluna Esquerda Jetta 2.0 5c6868237","MLB63687","yes","2","0","","",""
"cmnwcwltf00ypvs4wm4ske3q4","ML-MLB3925029656","Módulo Cambio Vw Jetta 2.0 Original Usado ","MLB192572","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwmld00ytvs4w8vnlmjql","ML-MLB3925057122","Maquina De Vidro Jetta 2011/16","MLB191714","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwndn00yxvs4wwzh814c1","ML-MLB3417660849","Reservatório Água Parabrisa Peugeot/citroen C4 ","MLB63746","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwo5m00z1vs4wbgu2ppb6","ML-MLB3417761967","Lanterna Jetta 2011/14 Mala Lado Esquerdo Usada Esquerdo","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwoxs00z5vs4w5g42g47r","ML-MLB3415069629","Multimídia Jetta 2014 Oroginal ","MLB135679","yes","2","0","","",""
"cmnwcwqm700zdvs4wirlrybbz","16404","Caixa Ar Condicionado Jetta 2.0 2011/16","MLB60667","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwreh00zhvs4w0scsu0pa","ML-MLB3925237090","Limitador Porta Traseira Esquerda Jetta 2011/16","MLB194800","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcws6j00zlvs4wnbkcyv56","ML-MLB3915296578","Porta Vw Gox Traseira Esq 2010 A 2021 Com Detalhe Traseira Esquerso","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwuic00zxvs4wlrfm4g9r","ML-MLB3417955155","Painel Controle Ar Condicionado Jetta 2.0","MLB430748","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwvac0101vs4wuex2i62i","ML-MLB3925233710","Maçaneta Dianteira Direita Jetta 2011 A 2015 Original Branco Dianteira","MLB428983","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcww2l0105vs4wf9buoii7","ML-MLB3921833140","Mangueira Filtro De Ar Golf/jetta Usado","MLB193933","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwwuq0109vs4wyzpqhjyf","ML-MLB3418034597","Modulo Controlador Kessy Tiguan 2.0 16v Original Usado","MLB190975","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwxmx010dvs4w3ux91isb","ML-MLB3414737885","Motor Limpador Para Brisa Volvo V40 2014 3397021692","MLB63512","yes","3","0","","",""
"cmnwcwyex010hvs4wxjepzewx","ML-MLB3925217138","Motor Maquina Vidro Jetta Dianteira Direita 936784110","MLB191714","yes","3","0","","",""
"cmnwcwz72010lvs4wefw5samn","ML-MLB3424435549","Porta Traseira Esquerda Vw Golf 2001 A 2013","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcwzz5010pvs4weujjhfeo","ML-MLB3928280616","Corrente Comando Motor Etorq 1.6 16v Usado Original ","MLB194056","no","1","2","BRAND|PART_NUMBER","missing_attribute|missing_attribute","Preencha a marca do produto antes de publicar. || Preencha o Part Number da peça antes de publicar."
"cmnwcx0r0010tvs4wyvdyn4zs","ML-MLB3420330381","Porta Traseira Esquerda Idea Adventure 2011/16 Traseira Esquerdo","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcx1j0010xvs4w0vrltchc","ML-MLB3419454683","Tampa Traseira Jetta 2.0 2011 A 2016 Com Detalhes","MLB101765","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcx2f50111vs4w2olwzenz","ML-MLB3950504206","Coletor Admissão Fiat Etorq Siena Strada 55228545","MLB47110","yes","3","0","","",""
"cmnwcx3770115vs4w80f8nwiw","ML-MLB3924654314","Bomba Óleo Gm Corsa 1.0 ","MLB47106","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcx3zf0119vs4waxb300v5","ML-MLB3938301384","Porta Dianteira Esquerda Palio Bbb 2008 A 2013","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcx4ri011dvs4w7xyt8h4f","ML-MLB3419024615","Bico Injetor Gol 1.0 8v Alcool Bosch 0309060317 0280155979","MLB192566","yes","3","0","","",""
"cmnwcx5jn011hvs4w58ewhx2k","ML-MLB3419429659","Limitador De Porta Traseira Direita Vw Jetta Original Usado","MLB194800","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcx6bm011lvs4wvhvx95e5","ML-MLB3951788136","Porta Dianteira Esquerda Sprinter Até 2012 C/ Detalhe  Dianteira Esquerdo","MLB101763","no","1","2","BRAND|PART_NUMBER","missing_attribute|missing_attribute","Preencha a marca do produto antes de publicar. || Preencha o Part Number da peça antes de publicar."
"cmnwcx73q011pvs4wue21xrdf","ML-MLB3423603807","Porta Traseira Direita Polo Hatch 2003 A 2013 Traseira Direito Preto","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcx7vu011tvs4werd8sgki","ML-MLB3928379270","Suporte Coxim Câmbio Strada 2004/07 Original Usado","MLB194805","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcx8o1011xvs4w1wiw2729","ML-MLB3928221848","Parafuso Cabeçote Motor Etorq 1.6 16v Original ","MLB194173","no","1","2","BRAND|PART_NUMBER","missing_attribute|missing_attribute","Preencha a marca do produto antes de publicar. || Preencha o Part Number da peça antes de publicar."
"cmnwcx9g30121vs4wp3n2f5s8","ML-MLB3419007679","Flauta De Combustível - Volkswagen Gol / Parati","MLB192359","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxa880125vs4w3dno808x","ML-MLB3951723038","Porta Dianteira Esquerda Towner 1992 A 1999 Dianteira Esquerdo","MLB101763","no","1","2","BRAND|PART_NUMBER","missing_attribute|missing_attribute","Preencha a marca do produto antes de publicar. || Preencha o Part Number da peça antes de publicar."
"cmnwcxb0a0129vs4w7zkam44r","ML-MLB3421844659","Bico Injetor Gol 1.0 8v Álcool Bosch","MLB192566","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxbsb012dvs4wbi6d39a9","ML-MLB3932410006","Bico Injetor Gol 1.0 8v Álcool Bosch","MLB192566","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxfsv012xvs4wck6kqsjo","ML-MLB3431803355","Tampa Traseira Hyundai Azera 2008 A 2012 Com Detalhes","MLB101765","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxgkt0131vs4w46nr20vf","ML-MLB3433919919","Aplique Tampa Traseira Mala Da Volvo V40 Usado ","MLB432998","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxhcy0135vs4wothtien6","ML-MLB3968930586","Tampa Traseira Bmw 528i 1998","MLB101765","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxi4z0139vs4wjohz5j76","ML-MLB4002674594","Roda Aro 17 Volvo V40 2014","MLB4860","no","1","1","RIM_DIAMETER","missing_attribute","Preencha o campo Diâmetro da roda antes de publicar."
"cmnwcxnl50141vs4ws6om38zk","ML-MLB3435475037","Retrovisor Manual Esquerdo Gm Onix/prisma 2013 A 2019","MLB63846","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxckc012hvs4wov5p8hny","ML-MLB3419368303","Motor Maquina De Vidro T/d Vw Jetta Original Usada ","MLB191714","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxdcc012lvs4waivuhtkk","ML-MLB4001094356","Retrovisor Direito Manual Ford Ka 2014 A 2021","MLB63846","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxe8l012pvs4wejsobr1d","ML-MLB4023688492","Radiador Condensador Fiat Freemont 2011 A 2015","MLB190953","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxf0p012tvs4w030qs0sb","ML-MLB3969969470","Tampa Tras. Bmw S3 E36 4 Portas Sedan 1992 A 98 C/ Detalhe","MLB194790","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxix3013dvs4wkig5iixu","ML-MLB3436727745","Porta Traseira Direita Hb20 2013 A 2019 Traseira Direito","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxjov013hvs4w6nsrt9qs","ML-MLB4023745010","Condensador Fiat Palio Siena Strada","MLB190953","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxkgz013lvs4wilm72x7l","ML-MLB3994748752","Lanterna Uno Vivace Lado Direito 2011 A 2015 Direito","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxl91013pvs4wodjkohjy","ML-MLB4008475616","Retrovisor Direito Manual Gm Onix/prisma ","MLB63846","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxm13013tvs4w3ztl2zbw","ML-MLB3976860062","Forro Porta Malas Vw Jetta 2005 A 2010 Original ","MLB277543","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxmt7013xvs4woxirvltm","ML-MLB4010177610","Porta Traseira Esquerda L200 Triton 2008 A 2016 C/ Detalhe Traseira Esquerdo","MLB101763","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxoda0145vs4wzi3wpdib","ML-MLB3434247117","Lanterna Uno Vivace Lado Esquerdo 2011 A 2015 Esquerdo","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxp5h0149vs4wfs6eu5ta","ML-MLB3976786646","Acab. Interno Tampa Traseira Vw Jetta Tsi 2011 A 2015 ","MLB438074","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxq1i014dvs4wc9ppx9p9","ML-MLB3976837548","Forro Tampa Traseira Fusion 2006 A 2009","MLB277543","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcxze7015pvs4wcdeddkff","ML-MLB3440401753","Aerofólio Traseiro Volvo V40 Original Usado","MLB46527","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwcy066015tvs4wdqofjrnc","ML-MLB3438447041","Condensador Uno Vivace Fiorino 107701392 Original Denso","MLB190953","yes","3","0","","",""
"cmnwcxqtk014hvs4waahroohu","ML-MLB3436557739","Lanterna Tampa Traseira Volkswagen Fox 2015 A 2020 ","MLB22645","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
