itemId,account,category,strategy,catalogProductId,tierH,tierW,tierL,tierWg,catH,catW,catL,catWg,h,w,l,weightG,source,skipReason,title,status
"MLB4126170840","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","Erro ao atualizar item: Request failed with status code 429","Porta Dianteira Direita Ecosport 2003 A 2012  Dianteira Direito","error"
"MLB4095082680","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Esquerda C4 Pallas 2008 A 2014  Traseira Esquerdo","ok"
"MLB4099425768","JOTABÊ AUTOPEÇAS","MLB194793","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Ventoinha Radiador Uno 2020 1.0 Flex  52033770","ok"
"MLB4126275404","JOTABÊ AUTOPEÇAS","MLB116012","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","Erro ao atualizar item: Request failed with status code 429","Volante Direção Multifuncional Freemont 2014 Preto","error"
"MLB4126280678","JOTABÊ AUTOPEÇAS","MLB116012","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","Erro ao atualizar item: Request failed with status code 429","Volante Direção Palio Grand Siena Preto","error"
"MLB3472384589","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","Erro ao atualizar item: Request failed with status code 429","Porta Traseira Direita Palio Attractive 2012 A 2020 Traseira Direito","error"
"MLB4099401232","JOTABÊ AUTOPEÇAS","MLB194793","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Ventoinha Do Radiador Uno 2020","ok"
"MLB3472182161","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","Erro ao atualizar item: Request failed with status code 429","Porta Traseira Direita C4 Pallas 2007 A 2013 Traseira Direito","error"
"MLB3473135339","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","Erro ao atualizar item: Request failed with status code 429","Porta Traseira Direita Palio 1996 A 2006  Traseira Direito","error"
"MLB4109549550","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","Erro ao atualizar item: Request failed with status code 429","Porta Traseira Direita Palio Bbb 2008 A 2012 Traseira Direito","error"
"MLB4127923804","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Dianteira Direita Fiesta 2003 A 2014 Dianteira Direito","ok"
"MLB4120082530","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","Erro ao atualizar item: Request failed with status code 429","Porta Direita Gol Bola 2 Portas 1995 1996 Dianteira Direiti","error"
"MLB4110102446","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","Erro ao atualizar item: Request failed with status code 429","Porta Dianteira Direita Hb20 2013 A 2019 Com Detalhe Traseira Direito","error"
"MLB4128153586","JOTABÊ AUTOPEÇAS","MLB47131","push-with-catalog-floor","MLB45770733","25","25","25","2000","","","","","25","25","25","2000","cat:MLB47131->MEDIUM+catFloor","","Alternador Clio Kangoo Sg7so12","ok"
"MLB4126307046","JOTABÊ AUTOPEÇAS","MLB116012","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","Erro ao atualizar item: Request failed with status code 429","Volante Direção Ford Ka 2014 A 2018 Preto","error"
"MLB4120037638","JOTABÊ AUTOPEÇAS","MLB101763","push-with-catalog-floor","MLB66043543","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE+catFloor","Erro ao atualizar item: Request failed with status code 429","Porta Dianteira Direita Celta Prisma 2006 A 2014 Dianteira Direito","error"
"MLB4128342572","JOTABÊ AUTOPEÇAS","MLB101763","push-with-catalog-floor","MLB66043543","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE+catFloor","Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width, seller_package_length, seller_package_weight] are too small for the product dimensions)","Porta Direita Celta 2 Portas 2006 A 2014 Direito Dianteira Dianteira Direito","error"
"MLB3479490457","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","Erro ao atualizar item: Request failed with status code 429","Porta Dianteira Direita C4 Pallas 2007 A 2013  Dianteira Direito","error"
"MLB4120392840","JOTABÊ AUTOPEÇAS","MLB101763","push-with-catalog-floor","MLB49657063","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE+catFloor","Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width, seller_package_length, seller_package_weight] are too small for the product dimensions)","Porta Traseira Direita Tiggo 2 2016 A 2021  Traseira Direito","error"
"MLB4119190392","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Dianteira Direita Golf Sapão Sportline 2000 A 2014 Dianteira Direito","ok"
"MLB4128828942","JOTABÊ AUTOPEÇAS","MLB194806","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","Erro ao atualizar item: Request failed with status code 429","Caixa Marcha Câmbio Gol Voyage G5 G6 G7 1.0","error"
"MLB3482744649","JOTABÊ AUTOPEÇAS","MLB192566","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192566->TINY","Erro ao atualizar item: Request failed with status code 429","Bico Injetor Hyundai Azera 3.3","error"
"MLB4131558068","JOTABÊ AUTOPEÇAS","MLB192566","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192566->TINY","Erro ao atualizar item: Request failed with status code 429","Bico Injetor Courier Fiesta 1.3i Ka Fiesta 1.0i","error"
"MLB4128160270","JOTABÊ AUTOPEÇAS","MLB192362","push-tier","","10","10","10","300","","","","","10","10","10","300","kw:TINY","","Sensor Map Ford Ka Fiesta Courier Ecosport Focus","ok"
"MLB4126287094","JOTABÊ AUTOPEÇAS","MLB116012","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Volante Direção Fox Gol Saveiro G7 Preto","ok"
"MLB3482454679","JOTABÊ AUTOPEÇAS","MLB192358","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192358->TINY","Erro ao atualizar item: Request failed with status code 429","Sonda Lambda Bosch Hb20, Ix35 Tucson Kia Picanto Sportage ","error"
"MLB3482493981","JOTABÊ AUTOPEÇAS","MLB192358","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192358->TINY","Erro ao atualizar item: Request failed with status code 429","Sonda Lambda Bosch Palio 1.8","error"
"MLB3480955729","JOTABÊ AUTOPEÇAS","MLB430784","push-tier","","25","25","25","2000","","","","","25","25","25","2000","kw:MEDIUM","Erro ao atualizar item: Request failed with status code 429","Volante Do Motor Cremalheira Ford Ka 1.0 3c 2016 Lc92","error"
"MLB3480785719","JOTABÊ AUTOPEÇAS","MLB47131","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB47131->MEDIUM","","Alternador Clio Kangoo Sg7s070","ok"
"MLB4130562850","JOTABÊ AUTOPEÇAS","MLB63851","push-tier","","15","15","15","600","","","","","15","15","15","600","kw:SMALL","Erro ao atualizar item: Request failed with status code 429","Espelho Retrovisor Volkswagen Gol G5 Lado Direito ","error"
"MLB4131281896","JOTABÊ AUTOPEÇAS","MLB192357","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB192357->SMALL","Erro ao atualizar item: Request failed with status code 429","Tbi Corpo Borboleta Fiest Ka 1.0 Zetec Rocam","error"
"MLB4138920966","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Direita Palio Attractive 2012 A 2020  Traseira Direito","ok"
"MLB4140810694","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","Erro ao atualizar item: Request failed with status code 429","Porta Traseira Direita Palio 2005 A 2013 Traseira Direito","error"
"MLB3480937911","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","Erro ao atualizar item: Request failed with status code 429","Porta Dianteira Direita Uno Drive 2015 A 2020 Dianteira Direito","error"
"MLB3482426741","JOTABÊ AUTOPEÇAS","MLB192358","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192358->TINY","Erro ao atualizar item: Request failed with status code 429","Sonda Lambda Gol Golf Polo 06a906262bp 0258006460/461","error"
"MLB4130699610","JOTABÊ AUTOPEÇAS","MLB101763","push-with-catalog-floor","MLB49657063","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE+catFloor","Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width, seller_package_length, seller_package_weight] are too small for the product dimensions)","Porta Traseira Direita Agile 2009 A 2019 Traseira Direito","error"
"MLB4156715804","JOTABÊ AUTOPEÇAS","MLB63846","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB63846->SMALL","Erro ao atualizar item: Request failed with status code 429","Retrovisor G6 Direito Manual","error"
"MLB4131305136","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Direita Strada Adventure 2014 A 2019 Traseira Direito","ok"
"MLB4169106470","JOTABÊ AUTOPEÇAS","MLB194431","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194431->SMALL","Erro ao atualizar item: Request failed with status code 429","Fechadura Dianteira Direita Palio Siena Zoião 2004 A 2012","error"
"MLB4148979226","JOTABÊ AUTOPEÇAS","MLB435059","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","Erro ao atualizar item: Request failed with status code 429","Comando Rádio Volante Renault Fluence 2.0 2016","error"
"MLB4130566186","JOTABÊ AUTOPEÇAS","MLB63851","push-tier","","15","15","15","600","","","","","15","15","15","600","kw:SMALL","","Espelho Retrovisor Volkswagen Gol G6 Lado Direito ","ok"
"MLB4144776410","JOTABÊ AUTOPEÇAS","MLB192566","push-with-catalog-floor","MLB61820369","10","10","10","300","","","","","10","10","10","300","cat:MLB192566->TINY+catFloor","","Bico Injetor Ford Ka Fiesta 1.0 1.3 8v Gasolina 0280155905","ok"
"MLB4156230132","JOTABÊ AUTOPEÇAS","MLB194790","push-tier","","30","70","100","18000","","","","","30","70","100","18000","kw:XXLARGE","","Tampa Traseira Ford Ka Hatch 2015 A 2022","ok"
"MLB4158890422","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Esquerda Fusion 2006 A 2012 Traseira","ok"
"MLB4161049808","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","Erro ao atualizar item: Request failed with status code 429","Porta Traseira Direita Golf 1998 A 2014 Traseira","error"
"MLB4158983514","JOTABÊ AUTOPEÇAS","MLB194790","push-tier","","30","70","100","18000","","","","","30","70","100","18000","kw:XXLARGE","","Tampa Traseira Golf 1999 2000 2001 2002 2003 A 2006","ok"
"MLB3495997281","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Esquerda Palio Bbb 2008 A 2012 Traseira Esquerdo","ok"
"MLB4166832316","JOTABÊ AUTOPEÇAS","MLB194836","push-tier","","30","70","100","18000","","","","","30","70","100","18000","kw:XXLARGE","Erro ao atualizar item: Request failed with status code 429","Acabamento Tampa Traseira Dodge Journey Freemont 2014","error"
"MLB3487813495","JOTABÊ AUTOPEÇAS","MLB192566","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192566->TINY","Erro ao atualizar item: Request failed with status code 429","Bico Injetor Vw Fox Gol Voyage Polo 1.0 04c906031e","error"
"MLB3496121571","JOTABÊ AUTOPEÇAS","MLB191713","push-tier","","10","10","50","800","","","","","10","10","50","800","cat:MLB191713->SMALL_LONG","Erro ao atualizar item: Request failed with status code 429","Guia Vidro Dianteira Esquerda Volvo V40 2014 31276219 Preto","error"
"MLB3495861929","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","Erro ao atualizar item: Request failed with status code 429","Porta Traseira Esquerda Astra 1998 A 2011 Traseira Esquerdo","error"
"MLB3487856513","JOTABÊ AUTOPEÇAS","MLB192362","push-tier","","10","10","10","300","","","","","10","10","10","300","kw:TINY","","Sensor Map Agile Captiva Cruze Montana Spin ","ok"
"MLB3488046399","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Dianteira Direita Palio Attractive Grand Siena  Dianteira Direito","ok"
"MLB4148114660","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Esquerda Palio Attractive 2012 A 2020 Traseira Esquerdo","ok"
"MLB3489477289","JOTABÊ AUTOPEÇAS","MLB194790","push-tier","","30","70","100","18000","","","","","30","70","100","18000","kw:XXLARGE","","Tampa Traseira Argo 2017 A 2023","ok"
"MLB4161072656","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Direira Gol Parati G2 G3 1996 A 2005 Traseira Direito Preto","ok"
"MLB4184595476","JOTABÊ AUTOPEÇAS","MLB191715","push-with-catalog-floor","MLB45792964","25","25","25","2000","","","","","25","25","25","2000","cat:MLB191715->MEDIUM+catFloor","Erro ao atualizar item: Request failed with status code 429","Maquina Vidro Manual Strada Direita 2014 A 2019","error"
"MLB4161126494","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Direita Golf 1998 A 2014 Traseira Direito","ok"
"MLB4184066740","JOTABÊ AUTOPEÇAS","MLB194174","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB194174->MEDIUM","Erro ao atualizar item: Request failed with status code 429","Sobre Carter Palio 1.4 8v Evo 2016 A 2020 Original 55254087","error"
"MLB4184358558","JOTABÊ AUTOPEÇAS","MLB428985","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB428985->SMALL","Erro ao atualizar item: Request failed with status code 429","Maçaneta Externa Traseira Esquerda Palio Siena ","error"
"MLB4152403398","JOTABÊ AUTOPEÇAS","MLB194773","push-tier","","30","50","80","12000","","","","","30","50","80","12000","kw:XLARGE","","Guia Parachoque Traseiro Onix 2013 Com Detalhe","ok"
"MLB4173437958","JOTABÊ AUTOPEÇAS","MLB6170","push-tier","","10","10","50","800","","","","","10","10","50","800","cat:MLB6170->SMALL_LONG","","Acabamento Interno Porta Jetta 5c6837915b","ok"
"MLB3502991893","JOTABÊ AUTOPEÇAS","MLB115599","push-tier","","10","10","10","300","","","","","10","10","10","300","kw:TINY","","Interruptor Botão Pisca Alerta Duster Logan Sandero Symbol","ok"
"MLB4184364404","JOTABÊ AUTOPEÇAS","MLB11187","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Entrada Usb Auxiliar iPod Hyundai Hb20 2018 Original","ok"
"MLB4179020354","JOTABÊ AUTOPEÇAS","MLB101763","push-with-catalog-floor","MLB63288056","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE+catFloor","","Porta Traseira Esquerda Palio Bbb 2008 A 2012  Traseira Direito","ok"
"MLB4179341826","JOTABÊ AUTOPEÇAS","MLB428983","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB428983->SMALL","","Maçaneta Externa Traseira Direita Vectra Sedan 2006 A 2011 Traseira","ok"
"MLB3500624281","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Direita Palio Bbb 2008 A 2012  Traseira Direito","ok"
"MLB3502622743","JOTABÊ AUTOPEÇAS","MLB63463","push-tier","","10","10","10","300","","","","","10","10","10","300","kw:TINY","","Botão Luz Painel I30 751u90070","ok"
"MLB3500393723","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Esquerda C4 Pallas 2008 A 2014 Traseira Esquerdo","ok"
"MLB3501214109","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitador De Porta Dianteira Direita Jetta","ok"
"MLB3503055125","JOTABÊ AUTOPEÇAS","MLB431909","push-tier","","10","10","10","300","","","","","10","10","10","300","kw:TINY","Erro ao atualizar item: Request failed with status code 429","Botão Trava Vidro Traseiro Volkswagen Gol G5 10 11 12 Usado","error"
"MLB3500479161","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Esquerda Classic 2005 A 2016 Traseira Esquerdo","ok"
"MLB3500678389","JOTABÊ AUTOPEÇAS","MLB101763","push-with-catalog-floor","MLB63288056","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE+catFloor","","Porta Traseira Esquerda Palio 2005 A 2013  Traseira Direito","ok"
"MLB3503119681","JOTABÊ AUTOPEÇAS","MLB191713","push-tier","","10","10","50","800","","","","","10","10","50","800","cat:MLB191713->SMALL_LONG","","Guia Vidro Porta Traseira Esquerda Palio Siena 5179214","ok"
"MLB3500821377","JOTABÊ AUTOPEÇAS","MLB7863","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB7863->LARGE","","Farol Esquerdo Fiat Freemont 2011 A 2014 Com Detalhe  Esquerdo","ok"
"MLB4184331436","JOTABÊ AUTOPEÇAS","MLB428983","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB428983->SMALL","","Maçaneta Externa Traseira Esquerda Palio Siena Bbb  Traseira","ok"
"MLB4195059086","JOTABÊ AUTOPEÇAS","MLB101763","push-with-catalog-floor","MLB49657063","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE+catFloor","Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width, seller_package_length, seller_package_weight] are too small for the product dimensions)","Porta Dianteira Direita Corsa  - Dianteira - Direito - Vinho Dianteira Direito Vinho","error"
"MLB4184369430","JOTABÊ AUTOPEÇAS","MLB115599","push-tier","","10","10","10","300","","","","","10","10","10","300","kw:TINY","","Interruptor Botão Pisca Alerta Duster Logan Sandero Symbol","ok"
"MLB3502444707","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitador Porta Dianteira Direita Uno Vivace 2015 A 2022","ok"
"MLB3506074243","JOTABÊ AUTOPEÇAS","MLB115598","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY","","Botão De Vidro Elétrico D.d Gm Sonic ,spin","ok"
"MLB4188235464","JOTABÊ AUTOPEÇAS","MLB115598","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY","","Botão Vidro Elétrico Traseiro Painel Gol Voyage G6 13/16","ok"
"MLB4188871218","JOTABÊ AUTOPEÇAS","MLB115598","push-with-catalog-floor","MLB46499103","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY+catFloor","Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_weight] are too small for the product dimensions)","Botão Interruptor Vidro Elétrico Traseiro Gol Voyage G5 ","error"
"MLB3503985707","JOTABÊ AUTOPEÇAS","MLB115598","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY","","Botão Interruptor Vidro Elétrico Jetta Variant 2010 A 2012","ok"
"MLB3506212173","JOTABÊ AUTOPEÇAS","MLB115598","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY","","Botão Vidro Elétrico Dianteiro Esquerdo - Astra Usado","ok"
"MLB3504877163","JOTABÊ AUTOPEÇAS","MLB115598","push-with-catalog-floor","MLB45764497","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY+catFloor","Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_width, seller_package_height, seller_package_weight] are too small for the product dimensions)","Botão Vidro Elétrico Gol Parati G3 2000 A 2005 377959855b","error"
"MLB4186472754","JOTABÊ AUTOPEÇAS","MLB115598","push-with-catalog-floor","MLB46302496","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY+catFloor","","Botão Interruptor Vidro Elétrico Cruze 20830828","ok"
"MLB4186117954","JOTABÊ AUTOPEÇAS","MLB5662","push-tier","","25","25","25","2000","","","","","25","25","25","2000","kw:MEDIUM","","Lanterna Canto Direito Hrv Com Led 2015 A 2018 ","ok"
"MLB4186336414","JOTABÊ AUTOPEÇAS","MLB191715","push-with-catalog-floor","MLB50038093","25","25","25","2000","","","","","25","25","25","2000","cat:MLB191715->MEDIUM+catFloor","","Máquina Vidro Manual Traseira Esquerda Palio Siena Fire","ok"
"MLB3505405873","JOTABÊ AUTOPEÇAS","MLB115598","push-with-catalog-floor","MLB46311727","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY+catFloor","","Botão Interruptor Vidro Elétrico Asx Ca541385","ok"
"MLB3504827005","JOTABÊ AUTOPEÇAS","MLB115598","push-with-catalog-floor","MLB46125696","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY+catFloor","Erro ao atualizar item: Validation error (item.attribute.invalid.seller.package.dimensions: The packaging attributes [seller_package_height, seller_package_weight] are too small for the product dimensions)","Botão Vidro Elétrico Agile Celta Prisma Montana 94750716","error"
"MLB4188484424","JOTABÊ AUTOPEÇAS","MLB115601","push-tier","","15","15","15","600","","","","","15","15","15","600","kw:SMALL","","Comando Retrovisor Elétrico Cruze Usado","ok"
"MLB3505110851","JOTABÊ AUTOPEÇAS","MLB115598","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY","","Botão Vidro Elétrico Traseiro Onix Spin 2013 A 2021 ","ok"
"MLB4191834586","JOTABÊ AUTOPEÇAS","MLB115599","push-tier","","10","10","10","300","","","","","10","10","10","300","kw:TINY","","Botão Do Pisca Alerta Chevrolet Astra Sport 2006 90565714","ok"
"MLB4189161610","JOTABÊ AUTOPEÇAS","MLB115598","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY","","Botão Vidro Elétrico Direito Gol Parati G4","ok"
"MLB4191859960","JOTABÊ AUTOPEÇAS","MLB194777","push-with-catalog-floor","MLB47529792","30","70","100","18000","","","","","30","70","100","18000","kw:XXLARGE+catFloor","","Dobradiça Capo Agile Montana Esquerdo 94705365","ok"
"MLB4230029606","JOTABÊ AUTOPEÇAS","MLB47115","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB47115->SMALL","","Bomba Combustível Ford Ka 2014 A 2018 D3b59h307ac","ok"
"MLB3507720061","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Dianteira Direita Palio Siena Zoião 2004 A 2012 Dianteira","ok"
"MLB3512252009","JOTABÊ AUTOPEÇAS","MLB7863","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB7863->LARGE","","Farol Direito Hrv 2018 A 2020 Com Detalhes  Direito","ok"
"MLB3507541737","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Traseira Esquerda Palio 1996 A 2000 Traseira Esquerdo Verde","ok"
"MLB4226493008","JOTABÊ AUTOPEÇAS","MLB115598","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY","","Botão Comando Vidro Eletrico Traseiro Honda Civic 2012 ","ok"
"MLB3510873523","JOTABÊ AUTOPEÇAS","MLB7863","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB7863->LARGE","","Farol Esquerdo Máscara Negra Cobalt 2012 A 2015  Esquerdo","ok"
"MLB3508200201","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Direita Palio 2p Strada 1996 A 2003 Dianteira Direito","ok"
"MLB4202885944","JOTABÊ AUTOPEÇAS","MLB7863","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB7863->LARGE","","Farol Esquerdo Iveco Daily 2021 2022 Com Detalhes  Esquerdo","ok"
"MLB4225806708","JOTABÊ AUTOPEÇAS","MLB432285","push-tier","","30","40","50","5000","","","","","30","40","50","5000","kw:LARGE","","Botão Comando Farol Astra Opel 90 213 283 90 381 877","ok"
"MLB4230758208","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","","Paralama Esquerdo Zafira Original Usado","ok"
"MLB3518107065","JOTABÊ AUTOPEÇAS","MLB194431","push-with-catalog-floor","MLB45668447","15","15","15","600","10","10","10","","15","15","15","600","cat:MLB194431->SMALL+catFloor","","Fechadura Elétrica Agile Traseira Direita 13505643","ok"
"MLB3518064113","JOTABÊ AUTOPEÇAS","MLB115598","push-with-catalog-floor","MLB45668984","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY+catFloor","","Botão Vidro Elétrico Dianteira Direita Onix Spin Prisma ","ok"
"MLB3507592177","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Peugeot 307 Traseira Esquerda  Traseira Esquerda","ok"
"MLB3510813559","JOTABÊ AUTOPEÇAS","MLB7863","push-with-catalog-floor","MLB41042089","30","40","50","5000","","","","","30","40","50","5000","cat:MLB7863->LARGE+catFloor","","Farol Direito Etios 2013 A 2019 Com Detalhe  Direito","ok"
"MLB4208729792","JOTABÊ AUTOPEÇAS","MLB7863","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB7863->LARGE","","Farol Esquerdo Hrv 2019 A 2021 Com Detalhe  Esquerdo","ok"
"MLB4226505258","JOTABÊ AUTOPEÇAS","MLB115598","push-with-catalog-floor","MLB46533793","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY+catFloor","","Botão Vidro Elétrico Sonic Spin Prisma 202008429","ok"
"MLB3518203667","JOTABÊ AUTOPEÇAS","MLB431130","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB431130->SMALL","","Chicote Porta Traseira Esquerda Volvo V40 2014","ok"
"MLB4262478340","JOTABÊ AUTOPEÇAS","MLB278120","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB278120->MEDIUM","","Caixa Ressonância Peugeot 206 1.4 1.6 9639205880","ok"
