itemId,account,category,title,derivedSku,skuSource,price,stock,h,w,l,weightKg,dimSource,mlCategoryLocalId,existingProductId,action,error
"MLB4218588429","JOTABÊ AUTOPEÇAS","MLB22709","Torre Amortecedor Dianteiro Direito Volkswagen Gol G3","J-6080","SELLER_SKU","156","1","10","10","50","0.8","cat:MLB22709->SMALL_LONG","cmmwbz13v033ovsaktgm32psb","","create-new",""
"MLB4218602607","JOTABÊ AUTOPEÇAS","MLB22709","Amortecedor Dianteiro Direito Volkswagen Amarok 2014","Y-5360","SELLER_SKU","352","1","10","10","50","0.8","cat:MLB22709->SMALL_LONG","cmmwbz13v033ovsaktgm32psb","","create-new",""
"MLB4218590063","JOTABÊ AUTOPEÇAS","MLB22709","Torre Amortecedor Dianteiro Esquerdo Renault Clio 2003","J-6084","SELLER_SKU","117","1","10","10","50","0.8","cat:MLB22709->SMALL_LONG","cmmwbz13v033ovsaktgm32psb","","create-new",""
"MLB5741426902","JOTABÊ AUTOPEÇAS","MLB192166","Tampa Porta Luva Fiat Siena 2001","V38-60","SELLER_SKU","109","1","30","50","80","12","kw:XLARGE","cmmwc4abo07ccvsakwkarxhq0","","create-new",""
"MLB5741380410","JOTABÊ AUTOPEÇAS","MLB458628","Batente Porta Malas Fiat Siena 2002","V38-36","SELLER_SKU","46","1","30","80","100","18","kw:XXLARGE","cmmwc3q2x06vrvsakccf90w5f","","create-new",""
"MLB5742335446","JOTABÊ AUTOPEÇAS","MLB193935","Vareta Nível Óleo Fiat Siena 1.0 2002","V38-46","SELLER_SKU","69","1","10","10","10","0.3","cat:MLB193935->TINY","cmmwbyyir031tvsakjb17liir","","create-new",""
"MLB5741402320","JOTABÊ AUTOPEÇAS","MLB192364","Apoio Encosto Cabeça Dianteiro Fiat Siena 2002","V38-31","SELLER_SKU","69","1","30","50","80","12","kw:XLARGE","cmmwbyz39032dvsakgy2bhoez","","create-new",""
"MLB4222420503","JOTABÊ AUTOPEÇAS","MLB22709","Amortecedor Dianteiro Esquerdo Fiat Siena 2002","V38-97","SELLER_SKU","117","1","10","10","50","0.8","cat:MLB22709->SMALL_LONG","cmmwbz13v033ovsaktgm32psb","","create-new",""
"MLB4222566587","JOTABÊ AUTOPEÇAS","MLB430189","Capa Correia Dentada Fiat Palio Siena 1996 2007 Fire","V38-111","SELLER_SKU","39","1","15","15","15","0.6","cat:MLB430189->SMALL","cmmwc452n0784vsakoegi851g","","create-new",""
"MLB5741337388","JOTABÊ AUTOPEÇAS","MLB192364","Apoio Encosto Cabeça Dianteiro Fiat Siena 2002","V38-32","SELLER_SKU","69","1","30","50","80","12","kw:XLARGE","cmmwbyz39032dvsakgy2bhoez","","create-new",""
"MLB5741353746","JOTABÊ AUTOPEÇAS","MLB458628","Fechadura Tampa Traseira Fiat Siena 2002","V38-33","SELLER_SKU","69","1","30","80","100","18","kw:XXLARGE","cmmwc3q2x06vrvsakccf90w5f","","create-new",""
"MLB4222089197","JOTABÊ AUTOPEÇAS","MLB458620","Fechadura Traseira Direita Fiat Palio 1996 A 2004","3005431","SELLER_SKU","69","1","15","15","15","0.6","kw:SMALL","cmmwc3q6p06vzvsak7hl45mc3","","create-new",""
"MLB4222082741","JOTABÊ AUTOPEÇAS","MLB456395","Quebra Sol Direito Fiat Siena 2002","V38-81","SELLER_SKU","54","1","15","15","15","0.6","fallback:SMALL","cmmwbym8o02rxvsakyqzzgzxg","","create-new",""
"MLB5744671524","JOTABÊ AUTOPEÇAS","MLB437963","Eixo Traseiro Citroen C3 1.4","J-6155","SELLER_SKU","548","1","15","15","15","0.6","fallback:SMALL","cmmwbzbog03clvsakgbpimndn","","create-new",""
"MLB4225939841","JOTABÊ AUTOPEÇAS","MLB260671","Coletor Escapamento Fiat Siena 1.0 Fire 2002","J-6169","SELLER_SKU","172","1","15","15","15","0.6","fallback:SMALL","cmmwc3o1p06u5vsak6hm8713b","","create-new",""
"MLB4225941301","JOTABÊ AUTOPEÇAS","MLB456395","Quebra Sol Direito Vw Gol Voyage G5","J-6175","SELLER_SKU","54","1","15","15","15","0.6","fallback:SMALL","cmmwbym8o02rxvsakyqzzgzxg","","create-new",""
"MLB5746027254","JOTABÊ AUTOPEÇAS","MLB277962","Agregado Quadro Suspensão Citroen C3 1.4 2011","J-6162","SELLER_SKU","273","1","15","15","15","0.6","fallback:SMALL","cmmwbz27w034uvsako0l481mm","","create-new",""
"MLB5751219476","JOTABÊ AUTOPEÇAS","MLB193399","Radiador Fiat Uno 1.0 Fire 2002","J-6179","SELLER_SKU","160","1","15","15","15","0.6","fallback:SMALL","cmmwc45s0078nvsak8tu2b1a9","","create-new",""
"MLB5750607574","JOTABÊ AUTOPEÇAS","MLB430189","Capa Proteção Coreia Dentada Fiat Uno Mille 2002 Preto","5003670","SELLER_SKU","55.2","1","15","15","15","0.6","cat:MLB430189->SMALL","cmmwc452n0784vsakoegi851g","","create-new",""
"MLB5750421094","JOTABÊ AUTOPEÇAS","MLB2235","Alavanca Marcha Fiat Uno Fire 2002","V36-60","SELLER_SKU","199","1","15","15","15","0.6","fallback:SMALL","cmmwbyz25032avsakexopg0vb","","create-new",""
"MLB4225864441","JOTABÊ AUTOPEÇAS","MLB456395","Quebra Sol Direito Volkswagen Gol Saveiro Voyage G5","J-6173","SELLER_SKU","62","1","15","15","15","0.6","fallback:SMALL","cmmwbym8o02rxvsakyqzzgzxg","","create-new",""
"MLB4228475337","JOTABÊ AUTOPEÇAS","MLB194771","Vareta Capo Fiat Uno 2002","V36-52","SELLER_SKU","56","1","30","80","100","18","kw:XXLARGE","cmmwc47w407agvsakh7qedkoq","","create-new",""
"MLB4228256667","JOTABÊ AUTOPEÇAS","MLB277569","Polia Bomba Agua 1.0 8v Fiat Palio Siena Uno 1999 2002","V36-47","SELLER_SKU","56","1","15","15","15","0.6","fallback:SMALL","cmmwc6ejs092ovsakj8ua6oro","","create-new",""
"MLB4228269321","JOTABÊ AUTOPEÇAS","MLB456395","Quebra Sol Direito Fiat Uno Mille 2002","V36-11","SELLER_SKU","68","1","15","15","15","0.6","fallback:SMALL","cmmwbym8o02rxvsakyqzzgzxg","","create-new",""
"MLB4228291741","JOTABÊ AUTOPEÇAS","MLB22735","Seta Esquerda Fiat Uno Fire 2002 Esquerdo","V36-37","SELLER_SKU","56","1","15","15","15","0.6","fallback:SMALL","cmmwc416v074ivsakqbkvgguo","","create-new",""
"MLB5759965604","JOTABÊ AUTOPEÇAS","MLB63772","Lente Traseira Fiat Uno 2002","Y-5539","SELLER_SKU","36","1","15","15","15","0.6","fallback:SMALL","cmmwc417n074qvsakypsyrm99","","create-new",""
"MLB4231740607","JOTABÊ AUTOPEÇAS","MLB194169","Tampa Óleo Motor Volkswagen Gol G5 G6 1.6","Y-5572","SELLER_SKU","55","1","15","15","15","0.6","fallback:SMALL","cmmwc6dz60924vsakcn8uk81l","","create-new",""
"MLB4231703911","JOTABÊ AUTOPEÇAS","MLB192761","Sensor Detonação Volvo Xc60 2008 A 2013","Y-5573","SELLER_SKU","119","1","10","10","10","0.3","kw:TINY","cmmwc42ap075pvsakogc9h7m6","","create-new",""
"MLB5759978068","JOTABÊ AUTOPEÇAS","MLB63772","Lente Traseira Fiat Uno 2002","Y-5536","SELLER_SKU","36","1","15","15","15","0.6","fallback:SMALL","cmmwc417n074qvsakypsyrm99","","create-new",""
"MLB4229766099","JOTABÊ AUTOPEÇAS","MLB47093","Pistao Biela Volkswagen Gol 1.6 G5 2011 Std","2006194","SELLER_SKU","119","1","15","15","15","0.6","fallback:SMALL","cmmwc6dj5091vvsakf397k543","","create-new",""
"MLB4229817679","JOTABÊ AUTOPEÇAS","MLB47093","Pistão Biela Volkswagen Gol G5 1.6 2010 Std ","2006192","SELLER_SKU","120","1","15","15","15","0.6","fallback:SMALL","cmmwc6dj5091vvsakf397k543","","create-new",""
"MLB5760449328","JOTABÊ AUTOPEÇAS","MLB192761","Sensor Detonação Peugeot 206 2014","Y-5556","SELLER_SKU","60","1","10","10","10","0.3","kw:TINY","cmmwc42ap075pvsakogc9h7m6","","create-new",""
"MLB5760450862","JOTABÊ AUTOPEÇAS","MLB191705","Sensor Interruptor Luz Freio Vw Fox Gol G4","Y-5558","SELLER_SKU","39","1","10","10","10","0.3","kw:TINY","cmmwc3wxd071bvsak2pvkzzpw","","create-new",""
"MLB4231251129","JOTABÊ AUTOPEÇAS","MLB63772","Lente Traseira Fiat Uno 2002","Y-5533","SELLER_SKU","36","1","15","15","15","0.6","fallback:SMALL","cmmwc417n074qvsakypsyrm99","","create-new",""
"MLB4231209453","JOTABÊ AUTOPEÇAS","MLB22685","Cinzeiro Porta Traseira Direita Fiat Palio 2001 A 2006","Y-5528","SELLER_SKU","55","1","30","50","80","12","kw:XLARGE","cmmwbyzfs032mvsak4umpl0ly","","create-new",""
"MLB4231662387","JOTABÊ AUTOPEÇAS","MLB194173","Jogo Parafuso Cabeçote Volkswagen Gol G5 G6 1.6","Y-5571","SELLER_SKU","60","1","15","15","15","0.6","fallback:SMALL","cmmwc6dz60925vsak06429ods","","create-new",""
"MLB5762339002","JOTABÊ AUTOPEÇAS","MLB115601","Botão Comando Retrovisor Elétrico Gm Cruze 2017 A 2020","Y-5592","SELLER_SKU","103","1","15","15","15","0.6","kw:SMALL","cmmwc497p07bevsakcm7dus33","","create-new",""
"MLB5762793864","JOTABÊ AUTOPEÇAS","MLB439544","Acendedor Cigarro Fiat Uno 2002","Y-5609","SELLER_SKU","28","1","15","15","15","0.6","fallback:SMALL","cmmwbyznm032vvsaku745cy97","","create-new",""
"MLB5765381496","JOTABÊ AUTOPEÇAS","MLB430189","Capa Superior Correia Dentada Fiat Uno 1998","Y-5629","SELLER_SKU","47","1","15","15","15","0.6","cat:MLB430189->SMALL","cmmwc452n0784vsakoegi851g","","create-new",""
"MLB5765356392","JOTABÊ AUTOPEÇAS","MLB243170","Tampa Filtro Eco Box Fiat Uno 1998","Y-5631","SELLER_SKU","60","1","15","15","15","0.6","fallback:SMALL","cmmwbze5n03emvsak8b1fp4jp","","create-new",""
"MLB5766049714","JOTABÊ AUTOPEÇAS","MLB458620","Fechadura Elétrica Dianteira Esquerda Fiat Uno 2002","3005649","SELLER_SKU","79","1","15","15","15","0.6","kw:SMALL","cmmwc3q6p06vzvsak7hl45mc3","","create-new",""
"MLB4232710803","JOTABÊ AUTOPEÇAS","MLB22685","Cinzeiro Painel Fiat Uno 2002","Y-5604","SELLER_SKU","47","1","15","15","15","0.6","fallback:SMALL","cmmwbyzfs032mvsak4umpl0ly","","create-new",""
"MLB4234139745","JOTABÊ AUTOPEÇAS","MLB458699","Moldura Retrovisor Interno Direita Ford Ka 2018","3005637","SELLER_SKU","63","1","15","15","15","0.6","kw:SMALL","cmmwc6j27096gvsakz44t55ji","","create-new",""
"MLB5765239358","JOTABÊ AUTOPEÇAS","MLB437859","Suporte Direito Motor Fiat Uno 1998","Y-5630","SELLER_SKU","71","1","15","15","15","0.6","fallback:SMALL","cmmwbz7ww039gvsakdb7ymxt0","","create-new",""
"MLB5770608552","JOTABÊ AUTOPEÇAS","MLB193936","Sensor Cebolinha Óleo Volkswagen Gol G5","Y-5697","SELLER_SKU","36","1","10","10","10","0.3","kw:TINY","cmmwbyyig031svsakzgbf62tl","","create-new",""
"MLB4233628609","JOTABÊ AUTOPEÇAS","MLB430189","Capa Correia Dentada Superior Fiat Uno 2002","Y-5616","SELLER_SKU","60","1","15","15","15","0.6","cat:MLB430189->SMALL","cmmwc452n0784vsakoegi851g","","create-new",""
"MLB5770457714","JOTABÊ AUTOPEÇAS","MLB437829","Maçaneta Externa Traseira Direita Volkswagen Gol G6 Traseira","ML-MLB5770457714","fallback-itemId","96","1","15","15","15","0.6","kw:SMALL","cmmwc4pbh07oivsakcsiwb14h","","create-new",""
"MLB5770463968","JOTABÊ AUTOPEÇAS","MLB193935","Vareta Óleo Fiat Uno 1.0 1998","Y-5695","SELLER_SKU","55","1","10","10","10","0.3","cat:MLB193935->TINY","cmmwbyyir031tvsakjb17liir","","create-new",""
"MLB5772245376","JOTABÊ AUTOPEÇAS","MLB431784","Botão Farol Milha Desembaçador Fiat Uno 2009 A 2013","Y-5735","SELLER_SKU","68","1","30","40","50","5","kw:LARGE","cmmwc48zo07bbvsakuou2jlqz","","create-new",""
"MLB5772823742","JOTABÊ AUTOPEÇAS","MLB435059","Comando Volante Renault Fluence 2010","Y-5745","SELLER_SKU","119","1","15","15","15","0.6","fallback:SMALL","cmmwbyzus0330vsaklza9wvxn","","create-new",""
"MLB5771771884","JOTABÊ AUTOPEÇAS","MLB193436","Regulador Óleo Resfriador Renault Kwid 2018 A 2022","2006293","SELLER_SKU","199","1","15","15","15","0.6","fallback:SMALL","cmmwc45w2078ovsak89dd5sem","","create-new",""
"MLB4251631935","JOTABÊ AUTOPEÇAS","MLB115601","Botão Retrovisor Elétrico Honda Civic 2007 A 2011","Y-5844","SELLER_SKU","103","1","15","15","15","0.6","kw:SMALL","cmmwc497p07bevsakcm7dus33","","create-new",""
"MLB5805959160","JOTABÊ AUTOPEÇAS","MLB431784","Botão Desembaçador Volkswagen Santana 1991 A 1998","Y-5891","SELLER_SKU","60","1","10","10","10","0.3","kw:TINY","cmmwc48zo07bbvsakuou2jlqz","","create-new",""
"MLB5805861018","JOTABÊ AUTOPEÇAS","MLB458620","Fechadura Porta Traseira Esquerda Chevrolet Onix 2013 A 2019","3005896","SELLER_SKU","143","1","30","50","80","12","kw:XLARGE","cmmwc3q6p06vzvsak7hl45mc3","","create-new",""
"MLB5806718204","JOTABÊ AUTOPEÇAS","MLB431784","Botão Desembaçador Vidro Volkswagen Gol Parati G2","J-6378","SELLER_SKU","47","1","10","10","10","0.3","kw:TINY","cmmwc48zo07bbvsakuou2jlqz","","create-new",""
"MLB4253663797","JOTABÊ AUTOPEÇAS","MLB431784","Botão Desembaçador Traseiro Ford Escort","Y-5881","SELLER_SKU","60","1","10","10","10","0.3","kw:TINY","cmmwc48zo07bbvsakuou2jlqz","","create-new",""
"MLB5810665882","JOTABÊ AUTOPEÇAS","MLB431784","Botão Desembaçador Vidro Traseiro Vw Bora Golf 2012","Y-5902","SELLER_SKU","47","1","10","10","10","0.3","kw:TINY","cmmwc48zo07bbvsakuou2jlqz","","create-new",""
"MLB4256725425","JOTABÊ AUTOPEÇAS","MLB116536","Suporte Compressor Ar 1.6 Peugeot 206 2007","J-6441","SELLER_SKU","80","1","25","25","25","2","kw:MEDIUM","cmmwc3t6806yevsaktbewzuyx","","create-new",""
"MLB4256650261","JOTABÊ AUTOPEÇAS","MLB3385","Módulo Amplificador Dianteiro Direito Vw Jetta 2007 A 2011","Y-5943","SELLER_SKU","96","1","15","15","15","0.6","kw:SMALL","cmmwbvuhw00jgvsaketvo2r6t","","create-new",""
"MLB4256125895","JOTABÊ AUTOPEÇAS","MLB430730","Interruptor Sensor Re Chevrolet Spin 1.8","J-6394","SELLER_SKU","56","1","10","10","10","0.3","kw:TINY","cmmwc4hcc07i1vsakoc0y45j9","","create-new",""
"MLB4256113625","JOTABÊ AUTOPEÇAS","MLB458620","Fechadura Elétrica Traseira Direita Volkswagen Amarok 2017","3005920","SELLER_SKU","199","1","15","15","15","0.6","kw:SMALL","cmmwc3q6p06vzvsak7hl45mc3","","create-new",""
"MLB5819974504","JOTABÊ AUTOPEÇAS","MLB458699","Moldura Interno Retrovisor Direito Honda City 2009 A 2014","Y-5983","SELLER_SKU","63","1","15","15","15","0.6","kw:SMALL","cmmwc6j27096gvsakz44t55ji","","create-new",""
"MLB4256602659","JOTABÊ AUTOPEÇAS","MLB431784","Botao Desembaçador G3 Vw Gol Parati 1999 A 2003","Y-5950","SELLER_SKU","60","1","10","10","10","0.3","kw:TINY","cmmwc48zo07bbvsakuou2jlqz","","create-new",""
"MLB4256230443","JOTABÊ AUTOPEÇAS","MLB458620","Fechadura Elétrico Traseira Esquerda Vw Gol G5 2008 A 2012","3005921","SELLER_SKU","143","1","15","15","15","0.6","kw:SMALL","cmmwc3q6p06vzvsak7hl45mc3","","create-new",""
"MLB5818295346","JOTABÊ AUTOPEÇAS","MLB459491","Puxador Porta Dianteira Direita Fiat Uno 1998","3005906","SELLER_SKU","71","1","30","50","80","12","kw:XLARGE","cmmwc4akr07cfvsak2urmsv9c","","create-new",""
"MLB4258417883","JOTABÊ AUTOPEÇAS","MLB440299","Módulo Alarme Nissan Sentra 2.0 2016","Y-5988","SELLER_SKU","96","1","15","15","15","0.6","kw:SMALL","cmmwbzgyt03gvvsak4idp725i","","create-new",""
"MLB5830129532","JOTABÊ AUTOPEÇAS","MLB45320","Moldura Multimídia Toyota Corolla Hilux 2020 A 2023","Y-6039","SELLER_SKU","96","1","10","10","50","0.8","kw:SMALL_LONG","cmmwc4tv807sfvsakqgv4921s","","create-new",""
"MLB5829735356","JOTABÊ AUTOPEÇAS","MLB45320","Moldura Multimídia Toyota Corolla Hilux 2020 A 2023","Y-6040","SELLER_SKU","96","1","10","10","50","0.8","kw:SMALL_LONG","cmmwc4tv807sfvsakqgv4921s","","create-new",""
"MLB4265173783","JOTABÊ AUTOPEÇAS","MLB45320","Moldura Multimídia Toyota Corolla Hilux 2020 A 2023","Y-6038","SELLER_SKU","96","1","10","10","50","0.8","kw:SMALL_LONG","cmmwc4tv807sfvsakqgv4921s","","create-new",""
"MLB5829727440","JOTABÊ AUTOPEÇAS","MLB431784","Botão Desembaçador Traseiro Volkswagen Polo 2003 A 2015","Y-6026","SELLER_SKU","79","1","10","10","10","0.3","kw:TINY","cmmwc48zo07bbvsakuou2jlqz","","create-new",""
"MLB4268135833","JOTABÊ AUTOPEÇAS","MLB456316","Tampa Motor Citroen C3 Peugeot 207 2008 2009","Y-6118","SELLER_SKU","95","1","30","80","100","18","kw:XXLARGE","cmmwbz8kh039zvsakemyytep5","","create-new",""
"MLB4267467773","JOTABÊ AUTOPEÇAS","MLB456395","Quebra Sol Esquerda Volkswagen Up 2014 A 2018","Y-6087","SELLER_SKU","96","1","15","15","15","0.6","fallback:SMALL","cmmwbym8o02rxvsakyqzzgzxg","","create-new",""
"MLB5835911652","JOTABÊ AUTOPEÇAS","MLB456316","Tampa Motor Citroen C3 1.6 2005","Y-6096","SELLER_SKU","95","1","30","80","100","18","kw:XXLARGE","cmmwbz8kh039zvsakemyytep5","","create-new",""
"MLB5834753140","JOTABÊ AUTOPEÇAS","MLB3385","Módulo Amplificador Antena Volvo V40 2013 A 2016","Y-6074","SELLER_SKU","96","1","15","15","15","0.6","kw:SMALL","cmmwbvuhw00jgvsaketvo2r6t","","create-new",""
"MLB4267609963","JOTABÊ AUTOPEÇAS","MLB3385","Módulo Amplificador Dianteiro Esquerdo Vw Jetta 2007 A 2011","Y-6093","SELLER_SKU","119","1","15","15","15","0.6","kw:SMALL","cmmwbvuhw00jgvsaketvo2r6t","","create-new",""
"MLB4267386127","JOTABÊ AUTOPEÇAS","MLB456395","Quebra Sol Direito Volkswagen Up 2014 A 2018","Y-6084","SELLER_SKU","96","1","15","15","15","0.6","fallback:SMALL","cmmwbym8o02rxvsakyqzzgzxg","","create-new",""
"MLB5844559592","JOTABÊ AUTOPEÇAS","MLB191727","Tampa Vedação Farol Direito Fiat Palio Strada 2004 A 2012","Y-6181","SELLER_SKU","38","1","30","40","50","5","kw:LARGE","cmmwc41r40758vsaksdy91dcr","","create-new",""
"MLB5844579618","JOTABÊ AUTOPEÇAS","MLB191727","Tampa Vedação Farol Fiat Palio Siena Strada 2004 A 2012","Y-6178","SELLER_SKU","60","1","30","40","50","5","kw:LARGE","cmmwc41r40758vsaksdy91dcr","","create-new",""
"MLB4269716865","JOTABÊ AUTOPEÇAS","MLB3385","Módulo Amplificador Antena Volkswagen Jetta 2.0 2014","Y-6139","SELLER_SKU","71","1","15","15","15","0.6","kw:SMALL","cmmwbvuhw00jgvsaketvo2r6t","","create-new",""
"MLB4271779707","JOTABÊ AUTOPEÇAS","MLB22735","Pisca Alerta Direita Volkswagen Santana 1991 A 1996","3006213","SELLER_SKU","79","1","15","15","15","0.6","fallback:SMALL","cmmwc416v074ivsakqbkvgguo","","create-new",""
"MLB4271690909","JOTABÊ AUTOPEÇAS","MLB22735","Pisca Alerta Direito Ford Del Rey 1985 A 1995","3006215","SELLER_SKU","96","1","15","15","15","0.6","fallback:SMALL","cmmwc416v074ivsakqbkvgguo","","create-new",""
"MLB4271678563","JOTABÊ AUTOPEÇAS","MLB22735","Pisca Alerta Direito Ford Del Rey 1985 A 1995","3006216","SELLER_SKU","96","1","15","15","15","0.6","fallback:SMALL","cmmwc416v074ivsakqbkvgguo","","create-new",""
"MLB4275169191","JOTABÊ AUTOPEÇAS","MLB193935","Vareta Nível Óleo Motor Fiat Uno 1998","Y-6230","SELLER_SKU","71","1","10","10","10","0.3","cat:MLB193935->TINY","cmmwbyyir031tvsakjb17liir","","create-new",""
"MLB5865942182","JOTABÊ AUTOPEÇAS","MLB194052","Engrenagem Virabrequim Polia 1.0 Vw Gol G5 2008","Y-6299","SELLER_SKU","79","1","10","10","10","0.3","cat:MLB194052->TINY","cmmwc6f1u0931vsakdblutlk0","","create-new",""
"MLB5866047896","JOTABÊ AUTOPEÇAS","MLB45320","Moldura Rádio Painel Volkswagen Gol G5 2008","Y-6302","SELLER_SKU","156","1","10","10","50","0.8","kw:SMALL_LONG","cmmwc4tv807sfvsakqgv4921s","","create-new",""
"MLB4277147651","JOTABÊ AUTOPEÇAS","MLB432462","Porta Luva Volkswagen Amarok 2011","J-6519","SELLER_SKU","224","1","30","50","80","12","kw:XLARGE","cmmwc4aml07civsakb636n8fg","","create-new",""
"MLB4277393331","JOTABÊ AUTOPEÇAS","MLB194779","Amortecedor Tampa Traseiro Volkswagen Gol G5 2008","Y-6311","SELLER_SKU","60","1","30","80","100","18","kw:XXLARGE","cmmwbyyhz031rvsakglzdwh7a","","create-new",""
"MLB5873203814","JOTABÊ AUTOPEÇAS","MLB45320","Moldura Painel Central Marcha Gm Captiva 2009 A 2012","Y-6360","SELLER_SKU","96","1","15","15","15","0.6","kw:SMALL","cmmwc4tv807sfvsakqgv4921s","","create-new",""
"MLB4276768477","JOTABÊ AUTOPEÇAS","MLB438953","Acabamento Inferior Volante Volkswagen Amarok 2011","J-6479","SELLER_SKU","119","1","15","15","15","0.6","fallback:SMALL","cmmwc4bsg07dlvsak1pzqohv1","","create-new",""
"MLB4279186859","JOTABÊ AUTOPEÇAS","MLB45905","Módulo Sensor Estacionamento Peugeot 208","J-6578","SELLER_SKU","184","1","15","15","15","0.6","kw:SMALL","cmmwbygys02ngvsako2vzi8h1","","create-new",""
"MLB4278785617","JOTABÊ AUTOPEÇAS","MLB459475","Botao Buzina Volkswagen Gol G2 1998","Y-6345","SELLER_SKU","55","1","10","10","10","0.3","kw:TINY","cmmwc4bjy07davsak8qa36wer","","create-new",""
"MLB4279264381","JOTABÊ AUTOPEÇAS","MLB47111","Capa Correia Dentada Fiat Palio Siena 2001 A 2009","Y-6370","SELLER_SKU","55","1","15","15","15","0.6","fallback:SMALL","cmmwc44w2077rvsak6jcwjbzy","","create-new",""
"MLB4279109577","JOTABÊ AUTOPEÇAS","MLB22735","Lanterna Pisca Esquerda Ford Escort 1984 A 1986 Esquerdo","Y-6366","SELLER_SKU","96","1","25","25","25","2","kw:MEDIUM","cmmwc416v074ivsakqbkvgguo","","create-new",""
"MLB4279213513","JOTABÊ AUTOPEÇAS","MLB45320","Moldura Central Painel Volkswagen Gol Voyage G5 2008 A 2012","Y-6362","SELLER_SKU","119","1","15","15","15","0.6","kw:SMALL","cmmwc4tv807sfvsakqgv4921s","","create-new",""
"MLB4279252807","JOTABÊ AUTOPEÇAS","MLB459296","Módulo Central Dodge Journey 2015","Y-6364","SELLER_SKU","359","1","15","15","15","0.6","kw:SMALL","cmmwc4cs507eavsak60dhybz3","","create-new",""
"MLB5872092420","JOTABÊ AUTOPEÇAS","MLB459478","Botão Buzina Volante Volkswagen Gol G5 2008","Y-6329","SELLER_SKU","52","1","10","10","10","0.3","kw:TINY","cmmwc4bqt07dfvsak2z2rzir5","","create-new",""
"MLB5872099992","JOTABÊ AUTOPEÇAS","MLB414018","Capa Amortecedor Traseiro Volkswagen Gol G5 2008","Y-6343","SELLER_SKU","39","1","15","15","15","0.6","fallback:SMALL","cmmwbvmlq00dcvsak56vvhv8o","","create-new",""
"MLB5872211306","JOTABÊ AUTOPEÇAS","MLB456316","Tampa Motor Peugeot 208 2013","J-6541","SELLER_SKU","200","1","30","80","100","18","kw:XXLARGE","cmmwbz8kh039zvsakemyytep5","","create-new",""
"MLB5872173406","JOTABÊ AUTOPEÇAS","MLB194779","Amortecedor Tampa Traseira Volkswagen Gol G5 2008","Y-6334","SELLER_SKU","63","1","30","80","100","18","kw:XXLARGE","cmmwbyyhz031rvsakglzdwh7a","","create-new",""
"MLB5872137784","JOTABÊ AUTOPEÇAS","MLB194701","Pescador Óleo Motor Volkswagen Gol G5 1.0 2008","Y-6340","SELLER_SKU","79","1","15","15","15","0.6","fallback:SMALL","cmmwc6dz00923vsak60ouvx98","","create-new",""
"MLB5872181238","JOTABÊ AUTOPEÇAS","MLB456384","Porta Copos Moldura Console Peugeot 208 2008 2014 Preto","J-6531","SELLER_SKU","88","1","10","10","50","0.8","kw:SMALL_LONG","cmmwbym4802rwvsakov3dymt1","","create-new",""
"MLB5873062024","JOTABÊ AUTOPEÇAS","MLB193937","Sensor Temperatura Gm Captiva 2009 A 2011","Y-6361","SELLER_SKU","79","1","10","10","10","0.3","kw:TINY","cmmwc46sd079kvsaklzzu218o","","create-new",""
"MLB4278613365","JOTABÊ AUTOPEÇAS","MLB414018","Capa Amortecedor Traseiro Volkswagen Gol G5 2008","Y-6342","SELLER_SKU","39","1","15","15","15","0.6","fallback:SMALL","cmmwbvmlq00dcvsak56vvhv8o","","create-new",""
"MLB4281056791","JOTABÊ AUTOPEÇAS","MLB431962","Sensor Pressão Pneus Chevrolet Onix 2019","Y-6413","SELLER_SKU","40","1","10","10","10","0.3","kw:TINY","cmmwbyz2a032bvsakinplumcd","","create-new",""
"MLB5877105428","JOTABÊ AUTOPEÇAS","MLB45905","Botão Sensor Estacionamento Peugeot 208 2014","Y-6384","SELLER_SKU","79","1","10","10","10","0.3","kw:TINY","cmmwbygys02ngvsako2vzi8h1","","create-new",""
"MLB5886379390","JOTABÊ AUTOPEÇAS","MLB456386","Acabamento Capa Volante Traseira Hyundai Hb20 2013","Y-6487","SELLER_SKU","60","1","15","15","15","0.6","fallback:SMALL","cmmwc3o0i06u3vsak5y1q7657","","create-new",""
"MLB5886450970","JOTABÊ AUTOPEÇAS","MLB431784","Botao Desembaçador Ford Focus 2009 A 2012","Y-6493","SELLER_SKU","55","1","10","10","10","0.3","kw:TINY","cmmwc48zo07bbvsakuou2jlqz","","create-new",""
"MLB4280935473","JOTABÊ AUTOPEÇAS","MLB6535","Moldura Tela Twitter Direito Peugeot 208 2014","2006573","SELLER_SKU","96","1","10","10","50","0.8","kw:SMALL_LONG","cmmwbvuo200jrvsakrovf65j3","","create-new",""
"MLB5886412760","JOTABÊ AUTOPEÇAS","MLB431784","Moldura Botão Desembaçador Ford Focus 2009 A 2014","Y-6495","SELLER_SKU","63","1","10","10","10","0.3","kw:TINY","cmmwc48zo07bbvsakuou2jlqz","","create-new",""
"MLB5885555486","JOTABÊ AUTOPEÇAS","MLB191705","Interruptor Sensor Luz Freio Vw Fox Gol G3 G4","Y-6481","SELLER_SKU","71","1","10","10","10","0.3","kw:TINY","cmmwc3wxd071bvsak2pvkzzpw","","create-new",""
